Category,Message
0,stop old man get build snowman snow angel snowball fight
0,ello babe u ok?
0,hello beautiful r u ok? ive kinda ad row wiv walked pub?? wanted night wiv u miss u
0,u going ikea str aft dat?
0,becoz ltgt jan whn al post ofice holiday cn go fr post oficegot duffer
0,lol grr mom taking forever prescription pharmacy like 2 minute away ugh
0,real tho suck cant even cook whole electricity im hungry
0,want go?
1,new textbuddy chat 2 horny guy ur area 4 25p free 2 receive search postcode gaytextbuddycom txt one name 89693 08715500022 rpl stop 2 cnl
0,time month mid time?
0,fffff text kadeem far gone
0,leaving yet ok lor go elsewhere n eat u thk
0,fujitsu series lifebook good?
0,yar wanted 2 scold u yest late already got zhong se qing you? u ask b4 ask ill go w u lor n u still act real
0,dont know bring food
0,current food alone also
0,ill sch fr 46 dun haf da book sch home
0,hello going village pub 8 either come accordingly ok?
0,ok
0,call like ltgt time oh give u hypertension oh
0,dont give monkey wot think certainly dont mind friend mineall that! dont sleep wiv wud annoyin!
0,omg could snow tonite!
1,call 08702490080 tell u 2 call 09066358152 claim £5000 prize u 2 enter ur mobile personal detail prompt careful!
1,free 1st week entry 2 textpod 4 chance 2 win 40gb ipod £250 cash every wk txt vpod 81303 tscs wwwtextpodnet custcare 08712405020
0,carry disturbing
0,pa tell went bath
0,jus finished avatar nigro
0,r u scratching it?
0,hope great day
0,either ideas? know anyplaces something?
0,planning usually stop find hella weed smoke hella weed
0,fact youre cleaning show know im upset priority constantly want need
0,excellent! ready moan scream ecstasy?
1,people dogging area call 09090204448 join like minded guy arrange 1 there 1 evening a£150 minapn ls278bb
0,dude avatar 3d imp one point thought actually fly room almost tried hittng one reflex
1,well done! 4 costa del sol holiday £5000 await collection call 09050090044 toclaim sae tc pobox334 stockport sk38xh cost£150pm max10mins
0,kkwhy cant come search job
0,got lousy sleep kept waking every 2 hour see cat wanted come worry cold
0,yeah ill leave couple minute amp let know get mu
0,call 1010 make sure dat ive woken
0,hey go jazz power yoga hip hop kb yogasana
0,battery mr adewale uncle aka egbon
0,cant pick phone right pls send message
0,wait 2 minstand bus stop
0,oh ic thought meant mary jane
0,haha really oh how? deduct lesson tmr?
0,nah im goin 2 wrks j wot bout u?
0,eat shit wait ur monkey face bitch u asshole
0,good night going sleep
0,aight ill grab something eat text youre back mu
0,kkwhy cant come search job
0,take something pain move however side next 6hrs see doctor
0,lol oh babe wont sliding place midnight thanks invite
0,howz person story
1,guess what! somebody know secretly fancy you! wanna find is? give u call 09065394973 landline datebox1282essexcm61xn 150pmin 18
0,lol would awesome payback
1,80488 500 free text message valid 31 december 2005
0,yes completely formclark also utter waste
0,honeybee said im sweetest world god laughed amp said waitu havnt met person reading msg moral even god crack jokes! gmgngegn
0,thanks tescos quite nice gone speak soon
0,whats feathery bowa? something guy dont know about?
0,even cant close eye vava playing umma
0,2 laptop noe infra slow lar wan fast one
1,guaranteed £200 award even £1000 cashto claim ur award call free 08000407165 18 2 stop getstop 88222 php
0,nvm ok
0,enjoy ur life good night
0,yes meet town co go gep home could text bus stop dont worry well finished march ish!
0,askd u question hour answer
0,thats cool cum? you?
0,delhi chennai still silent
0,lol alright thinkin haha
1,reply win £100 weekly! 2006 fifa world cup held? send stop 87239 end service
0,im boat still mom check yo im half naked
0,shhhhh nobody supposed know!
0,sorry ill call later
0,sorry ill call later meeting thing related trade please call arul ltgt
0,hey late im amk need drink tea coffee
0,wnt buy bmw car urgentlyits vry urgentbut hv shortage ltgt lacsthere source arng dis amt ltgt lacsthats prob
1,urgent! please call 09061743810 landline abta complimentary 4 tenerife holiday 5000 cash await collection sae tc box 326 cw25wx 150 ppm
0,length e e top shorter n got fringe thk im going liao lazy dun wan 2 distract u also
0,santha num corrct dane
0,callsmessagesmissed call
0,sorry ill call later
0,basket gettin full might tonight
0,hi darlin ive got back really nice night thanks much lift see u tomorrow xxx
0,valentine huh? proof fb page ugh im glad really didnt watch rupaul show tool!
1,free tone hope enjoyed new content text stop 61610 unsubscribe help08712400602450p provided tones2youcouk
0,eh den sat u book e kb liao huh
0,practising curtsey?
0,shall come get pickle
0,lol boo hoping laugh
0,yeh def up4 something satjust got payed2day havbeen given a£50 pay rise 4my work havebeen made preschoolcoordinator 2i feelingood luv
0,well leave class babe never came back hope nice sleep love
0,lmao wheres fish memory need it?
0,ill b going 2 sch mon si need 2 take smth
0,idea soon get converted live
1,themobyo yo yohere come new selection hot downloads member get free! click open next link sent ur fone
0,ssindia going draw series many year south african soil
0,goodmorning today late ltdecimalgt min
0,cant take major role community outreach rock mel
0,shopping lor raining mah hard 2 leave orchard
0,hi birth 8lb 7oz mother baby brilliantly
0,see forwarding message proof
0,cant keep going never intention run choose rather keep room clean dont say visitor maybe thats best choice yes wanted embarassed maybe youd feel feel friend want drop buy say happened morning ive tried everything dont know else
0,dunno lei thk mum lazy go neva ask yet
0,whatever want know rule talk earlier week start happening showing responsibility yet every week bend rule way? way? whatever im tired thia argument every week ltgt movie doesnt inlude preview youre still getting 1
0,beautiful truth gravity read carefully heart feel light someone feel heavy someone leaf goodmorning
1,great news! call freefone 08006344447 claim guaranteed £1000 cash £2000 gift speak live operator now!
0,ambrithmaduraimet u arun dha marrgeremembr?
0,read shame tell take run blame u 4 ever!! really 4 ever long time
0,princess kitty shaved natural?
0,better bb wont use wife doctor
0,ya came ago
0,tomorrow onwards eve 6 3 work
0,anything lor toa payoh got place 2 walk meh
0,dont anybodys number still havent thought tactful way ask alex
1,u win £100 music gift voucher every week starting txt word draw 87066 tscs wwwldewcom skillgame1winaweek age16150ppermesssubscription
0,movie theatre go watch unlimited movie pay once?
0,u lunch alone? bored
0,yes obviously eggspert potato head speak soon!
0,nah man car meant crammed full people
0,got new job bar airport satsgettin 447per hour mean lie in! keep touch
0,kallis ready bat 2nd inning
0,thanx birthday already
0,ugh cant u apologize admit u wrong ask take u back?
0,noe la u wana pei bf oso rite k lor day den
0,yes im small kid boost secret energy
0,im gonna miss u much
0,avatar supposed subtoitles
0,simply sitting watching match office
0,jot thing want remember later
0,oh sorry please
0,hey going lo lesson gym?
0,dont pack buy storelike cereal must pack food pack gari something 9ja miss
0,always make thing bigger
0,dun wan watch infernal affair?
0,waking 4 afternoon sup
1,4mths half price orange line rental latest camera phone 4 free phone 11mths ? call mobilesdirect free 08000938767 update now! or2stoptxt
0,send pic like
0,okay booked already including one bugis
0,aight fuck ill get later
0,de call time ill tell k
0,dont use hook
0,much blackberry bold2 nigeria
0,hi home calicut?
0,hey darlin pick u college u tell wen 2 mt love pete xx
1,call 09094100151 use ur mins! call cast 10pmin mob vary service provided aom gbp5month aom box61m60 1er u stop age 18 only!
0,oh thkin goin yogasana 10 den nd go 3 den rush parco 4 nb okie lor u call ready
0,late need go n get da laptop
0,sir waiting mail
0,please charge mobile get morning
0,nothing got msg frm tht unknown
0,ugh fuck im resubbing eve
0,didnt see shadow get early spring yay
0,one slice one breadstick lol
0,hey ! want ! crave ! miss ! need ! love ahmad saeed al hallaq
0,training tomorrow?
1,urgent! mobile £2000 bonus caller prize 020603! 2nd attempt reach you! call 09066362220 asap! box97n7qp 150ppm
0,pas dis ur contact n see wat u get! redim luv wid u blueu put smile face purpleu r realy hot pinku r swt orangei thnk lyk u greeni realy wana go wid u yelowi wnt u bck blackim jealous u browni miss nw plz giv one color
0,co daddy arranging time c wat time fetch mah
0,eldest know
0,who say hi drugdealer
0,hard believe thing like say lie think twice saying anything
1,eerie nokia tone 4u rply tone title 8007 eg tone dracula 8007 title ghost addamsfa munsters exorcist twilight wwwgetzedcouk pobox36504w45wq 150p
1,sexy single waiting you! text age followed gender wither f eg23f gay men text age followed g eg23g
0,good night dear sleepwellamptake care
0,wondarfull song
1,freemsg claim ur 250 sm messagestext ok 84025 now!use web2mobile 2 ur mate etc join txt250com 150pwk tc box139 la32wu 16 remove txtx stop
0,yar lor actually quite fast co da ge slow wat haha
0,must come later normally bathe da afternoon mah
0,trust even isnt
0,hey hunonbus goin 2 meet want 2go 4a meal donyt feel like cuz 2 get last bus home!but he sweet latelyxxx
1,85233 freeringtone!reply real
0,take like noon
0,opening mca
0,im aight wats happening side
0,im done oredi
0,sweet well princess please tell like dislike bed
0,wish great semester
0,moji love word rich day
0,dude like buff wind
0,alright babe justthought id sayhey! u doin?nearly endof wk offdam nevamind!we 2hook sn uwant m8? lovejen x
1,well done england! get official poly ringtone colour flag yer mobile! text tone flag 84199 now! optout txt eng stop box39822 w111wx £150
0,im cant give everything want need actually could better yor ownyouve got money cant get work cant get man cant pay rent cant even fill fucking gas tank yes im stressed depressed didnt even call home thanksgiving cuz ill tell im nothing
0,skallis wont play first two odi
0,get cash together ill text jason
0,oh love soooo good hear omg missed much today im sorry problem provider thank tming
1,final chance! claim ur £150 worth discount voucher today! text yes 85023 now! savamob member offer mobile! c savamob pobox84 m263uz £300 sub 16
1,private! 2004 account statement 07742676969 show 786 unredeemed bonus point claim call 08719180248 identifier code 45239 expires
0,probably want pick more?
0,im done
0,cutest girl world
0,dice art class 6 thru 9 thanks though idea time come tomorrow?
1,sm service inclusive text credit pls goto wwwcomuknet login unsubscribe stop extra charge help08700469649 po box420 ip4 5we
0,oh howda gud gud mathe en samachara chikku
0,thk 530 lor dunno get ticket wat u now?
0,audrie lousy autocorrect
0,site simulate test give tough question test readiness
0,anyway seriously hit youre back otherwise light armand always shit andor vomiting
0,fetch yun u fetch?
0,thank like well
0,hmmm imagine youve come home rub foot make dinner help get ready date ! sure ready kind life ?
